Movement1 Class
x	y	z	tick	deltaG
Movement1 Class
x	y	z	tick	deltaG
-0.00390625	-0.08984375	1.00390625	63428376144879	0.00388319084881528
0	-0.09375	1	63428376145070	0.000349480772487532
0	-0.09375	1.00390625	63428376145319	0.00458834535432961
0	-0.09375	1.0078125	63428376145444	0.00354405627111376
0.00390625	-0.09375	1.01171875	63428376145574	0.0120327657320285
-0.00390625	-0.08984375	1.0078125	63428376145783	0.0155621959480619
0	-0.08984375	1.00390625	63428376145920	0
0.00390625	-0.09375	1.01171875	63428376146192	0.0120327657320285
0	-0.09765625	1.00390625	63428376146320	0.00461704599947543
0.00390625	-0.08984375	1.00390625	63428376146534	0.000355698994993103
0	-0.08984375	1.0234375	63428376146664	0.0155642166623926
0.00390625	-0.0859375	1.015625	63428376146796	0.0120096722716838
0	-0.09765625	1.0078125	63428376146935	0.00527313294848453
0.00390625	-0.09375	1.00390625	63428376147164	0.00102202636749982
0	-0.08984375	1.01171875	63428376147328	0.00812232255421508
0	-0.08984375	1.00390625	63428376147556	0.00744356733121787
0	-0.08984375	1.01171875	63428376147690	0.0152043296726108
0	-0.0859375	1.01171875	63428376147826	0.0148586319596444
0	-0.09375	1.0078125	63428376148036	0.0120262529059643
-0.00390625	-0.0859375	1.0078125	63428376148168	0.00741917581415241
0	-0.09375	1.0078125	63428376148363	0.004237525196642
0	-0.1015625	1	63428376148493	0.000759321605877439
0	-0.09765625	1.015625	63428376148621	0.0120350302709897
0	-0.09375	1.01171875	63428376148747	0.00388952229409556
0.00390625	-0.09375	1	63428376148874	0.0116680901428552
0.00390625	-0.09765625	1.0078125	63428376149090	0.000723609338451947
0.00390625	-0.09375	1.00390625	63428376149223	0.000363268422531204
0.00390625	-0.09375	1	63428376149355	0.0116680901428552
0.00390625	-0.09765625	1.0078125	63428376149484	0.00389550392330618
0	-0.09375	1.0078125	63428376149699	0.004237525196642
0	-0.09375	1.01171875	63428376149832	0.0113203600204703
0	-0.0859375	1.0078125	63428376150024	0.00779195222422469
0	-0.08984375	1.015625	63428376150156	0.00705826118433572
0	-0.08984375	1.0078125	63428376150445	0.00352749185382217
0.00390625	-0.08984375	1.015625	63428376150672	0.00389847949917232
0.00390625	-0.09375	1.015625	63428376150886	0.0120317472589864
0.00390625	-0.09765625	1	63428376151016	0.010935467382799
0.00390625	-0.08984375	1	63428376151144	0.0113266085594437
0	-0.0859375	1.0078125	63428376151358	0.00069370695663018
0	-0.08984375	1.0078125	63428376151487	0.000331829758202451
0	-0.09375	1.0078125	63428376151614	0
0.0078125	-0.09765625	1.01171875	63428376151758	0.0113067471317154
0.0078125	-0.08984375	1.00390625	63428376151871	0.0123604545672396
0.00390625	-0.09375	1.00390625	63428376152306	0.00777134849574446
0	-0.08984375	1.01171875	63428376152431	0.0113076038575421
0.00390625	-0.0859375	1.01171875	63428376152564	0.00282917133261584
0	-0.0859375	1.0078125	63428376152696	0.00318811924501872
0.00390625	-0.08984375	1.01171875	63428376152934	0.0113151152934368
0	-0.0859375	1.00390625	63428376153086	0.00496259303028124
0	-0.08984375	1.00390625	63428376153232	0.0042450946241801
-0.00390625	-0.0859375	1	63428376153456	0.0123596592589386
0	-0.0859375	1.01171875	63428376153593	0.00389217966366795
-0.00390625	-0.0859375	1.0078125	63428376153725	0.00811370566970071
0	-0.09375	1.01171875	63428376153939	0.00424385664192228
-0.00390625	-0.08984375	1	63428376154068	0.0155631601867974
0	-0.0859375	1.00390625	63428376154198	0.0123724303538022
0	-0.0859375	1.0078125	63428376154420	0.00670521559094972
0	-0.08984375	1.01171875	63428376154548	0.0116646806876251
0.00390625	-0.08203125	1.0078125	63428376154679	0.000316850534391122
0	-0.0859375	1.01171875	63428376154812	0.00355280705486449
0	-0.09375	1.0078125	63428376154942	0
0.00390625	-0.08984375	1	63428376155158	0.0124155495100804
0.00390625	-0.08984375	1.0078125	63428376155378	0.00386802322792734
0	-0.0859375	1.00390625	63428376155510	0.000703951517347035
0.00390625	-0.09375	1	63428376155679	0.0113076038575421
0	-0.08984375	1	63428376155952	0.0113417212553975
0.00390625	-0.08984375	1.00390625	63428376156118	0.00354381824001182
0.00390625	-0.08203125	1.00390625	63428376156288	0.00844790884026247
0	-0.078125	1.0078125	63428376156432	0.00325827037554394
0.00390625	-0.0859375	1.00390625	63428376156617	0.000333111107915229
0	-0.08984375	1	63428376156730	0.000334402353346697
0	-0.08984375	1.00390625	63428376157127	0.00744356733121787
0	-0.08203125	1	63428376157238	0.0081184866627344
-0.00390625	-0.08203125	1.00390625	63428376157500	0.00879337486324427
-0.00390625	-0.0859375	1	63428376157626	0.000342001112437096
0	-0.0859375	1.00390625	63428376157761	0
0.0078125	-0.0859375	1.00390625	63428376157895	0.00386178315617669
0.0078125	-0.0859375	1.01171875	63428376158261	0.000308016714348547
0.00390625	-0.08984375	1.0078125	63428376158527	0.000663763463854661
0	-0.08984375	1.015625	63428376158673	0.00422906885663377
0.0078125	-0.08203125	1.00390625	63428376158808	0.00488112960607134
0.0078125	-0.0859375	1.0078125	63428376158949	0.00746459996069371
0	-0.08984375	1.0078125	63428376159168	7.54032066008214E-06
-0.00390625	-0.08984375	1.0078125	63428376159302	0.00423898369182929
0	-0.0859375	1.01171875	63428376159441	0.0109695317293608
0	-0.09375	1.015625	63428376159736	0.01591490705529
0	-0.09765625	1.01171875	63428376159867	0.00849491475156894
0.0078125	-0.09375	1.01171875	63428376160002	0.00882340983605134
0.0078125	-0.08984375	1.0078125	63428376160134	0.00100333394111818
0.0078125	-0.08203125	1.01171875	63428376160328	0.00748359151701283
0.00390625	-0.0859375	1.01171875	63428376160457	0.0113417212553975
0	-0.08984375	1.01171875	63428376160745	0.00778163945939925
-0.00390625	-0.08984375	1.01171875	63428376160874	0.0123487070398773
0	-0.08984375	1.01171875	63428376161178	0.00844039740436786
0	-0.08984375	1.00390625	63428376161456	0.0042250423406629
0.00390625	-0.0859375	1	63428376161588	0.00388435924584707
0.00390625	-0.0859375	0.99609375	63428376161800	0.00780646640227922
0.00390625	-0.0859375	1	63428376161929	0.0116986650857136
0	-0.08984375	1.00390625	63428376162059	0.00389830059701346
0	-0.08203125	1.00390625	63428376162282	0.0123389685677608
0.00390625	-0.08203125	1.00390625	63428376162611	2.27229630773707E-05
0	-0.08984375	1.00390625	63428376163051	0.0035815587324679
0	-0.0859375	1.00390625	63428376163184	0.00423144337116921
0.00390625	-0.09375	1	63428376163317	0.00742426499515636
0	-0.09375	1.0078125	63428376163444	0.00319847270703777
0.00390625	-0.08984375	1.0078125	63428376163636	0.00812596647096031
0.00390625	-0.09375	1.0078125	63428376163768	0.00424985187393379
0.00390625	-0.08984375	1	63428376164055	0.0120476931193085
0	-0.0859375	1.01171875	63428376164283	0.00352264610937159
0	-0.08984375	1.01171875	63428376164409	0.000631159050301644
0	-0.09375	1.00390625	63428376164539	0.00709537960274531
0.00390625	-0.09375	1.00390625	63428376164669	0.00741837103686804
0.0078125	-0.08984375	1	63428376164804	0.0116493961912953
0.0078125	-0.08984375	1.00390625	63428376165015	0.00775136209031313
0.00390625	-0.08984375	1	63428376165147	0.0038830412282258
0.00390625	-0.08984375	1.00390625	63428376165289	0.004232611768201
0.00390625	-0.0859375	1.00390625	63428376165482	0.00778375078299076
0.00390625	-0.08984375	1	63428376165683	0.000342001112437096
0	-0.08984375	1.0078125	63428376165815	0.00389076027635338
-0.00390625	-0.08984375	1.0078125	63428376166102	0.00456463297692267
0.00390625	-0.08984375	1.015625	63428376166316	0.0123388769035402
0	-0.0859375	1.015625	63428376166528	0.0113358546486193
0.00390625	-0.08984375	1.01953125	63428376166805	0.0159118865385519
0.00390625	-0.08984375	1.01171875	63428376166939	0.0113151152934368
0.00390625	-0.09375	1.015625	63428376167074	0.00778665263480627
0	-0.09765625	1.01953125	63428376167442	0.0123808160998311
0	-0.09765625	1.015625	63428376167740	0.00813809963115242
0	-0.08984375	1.015625	63428376167867	0.0155556774160774
0.00390625	-0.08984375	1.01171875	63428376167999	0.000345583564075991
0.00390625	-0.08984375	1.0078125	63428376168133	0.00388333886238579
0	-0.0859375	1.0078125	63428376168409	0.00319568600221398
0.00390625	-0.0859375	1.00390625	63428376168832	0.000696379530446434
0.00390625	-0.08984375	1.01171875	63428376168974	0.0116493961912953
Movement1 Class
x	y	z	tick	deltaG
0.09375	-0.10546875	1.0078125	63428376192481	0.000779401746160424
0.09375	-0.1015625	1.00390625	63428376192945	0.00504671155754766
0.09375	-0.09765625	1.00390625	63428376204709	0.00543074739684402
0.09375	-0.09765625	1	63428376227681	0.00930182489718279
0.0859375	-0.09375	0.99609375	63428376227816	0.0142433264139066
0.08984375	-0.1015625	1	63428376227980	0.00927158361623426
0.0859375	-0.09765625	1.0078125	63428376228202	0.00224989920019225
0.08984375	-0.09375	1.0078125	63428376228350	0.00227993150985251
0.08984375	-0.09765625	1.00390625	63428376228471	0.0057847917344982
0.07421875	-0.09765625	1.00390625	63428376228586	0.00705132519270379
0.07421875	-0.1015625	1.0078125	63428376228730	0.0027906166467957
0.08203125	-0.09765625	1.015625	63428376228908	0.00517836108596592
0.08203125	-0.09765625	1.01171875	63428376229031	0.00130266697653036
0.0859375	-0.1015625	1.0078125	63428376229159	0.00186706502505274
0.09375	-0.1015625	1	63428376229361	0.00891631642435575
0.08984375	-0.1015625	1.0078125	63428376229560	0.00152938985500262
0.08203125	-0.1015625	1.0078125	63428376229688	0.00218983724346833
0.0859375	-0.1015625	1.01171875	63428376229826	0.00200571474774103
0.08203125	-0.09765625	1.01171875	63428376230020	0.00130266697653036
0.08203125	-0.09375	1.0078125	63428376230143	0.00294086703403007
0.0859375	-0.09765625	1.015625	63428376230226	0.00627821236662252
0.0859375	-0.09765625	1.01953125	63428376230372	0.0144202392657191
0.0859375	-0.1015625	1.01171875	63428376230661	0.00743646214458504
0.0859375	-0.10546875	1.00390625	63428376230767	0.00396145197135933
0.0859375	-0.10546875	0.99609375	63428376231022	0.00116176655806988
0.0859375	-0.09765625	1	63428376231236	0.000726041045484349
0.08984375	-0.09765625	1.01171875	63428376231389	0.00421075303113816
0.08984375	-0.09765625	1.01171875	63428376231524	0.00424078534079841
0.08984375	-0.1015625	1.0078125	63428376231671	0.00425540187949558
0.08203125	-0.09765625	1.015625	63428376231853	0.0122296862786697
0.08203125	-0.09765625	1.015625	63428376232016	0.00796897773276162
0.0859375	-0.09765625	1.01171875	63428376232135	0.00355402701873775
0.08984375	-0.09765625	1.0078125	63428376232253	0.00321476383284036
0.0859375	-0.09375	1	63428376232369	0.00850134465878494
0.08203125	-0.09765625	1.0078125	63428376232621	0.0063435233655571
0.08203125	-0.09375	1.015625	63428376232741	0.00634246518022241
0.0859375	-0.09375	1.015625	63428376232994	0.00732347646485154
0.0859375	-0.1015625	1.01171875	63428376233187	0
0.08984375	-0.09375	1	63428376233311	0.0113305546928135
0.08203125	-0.1015625	1	63428376233432	0.006996234242997
0.08203125	-0.10546875	1.0078125	63428376233556	0.00729082702606743
0.08984375	-0.1015625	1.015625	63428376233833	0.00315965650436922
0.08984375	-0.1015625	1.015625	63428376233962	0.00420815645606121
0.08984375	-0.1015625	1.01171875	63428376234094	0.00768248170599373
0.0859375	-0.1015625	1.0078125	63428376234225	0.011214494830784
0.0859375	-0.1015625	1.01171875	63428376234531	0.0120033394094596
0.0859375	-0.09765625	1.00390625	63428376234702	0.00808474021946282
0.09375	-0.1015625	1.00390625	63428376235019	0.00700756538849356
0.08984375	-0.10546875	1	63428376235390	0.00734158230957904
0.08203125	-0.1015625	1.015625	63428376235598	0.000380056988331656
0.08203125	-0.1015625	1.0078125	63428376235806	0.00736819832943425
0.08203125	-0.109375	1.00390625	63428376235936	0.0068743405833831
0.0859375	-0.10546875	1.0078125	63428376236067	0.000442726404277227
0.0859375	-0.1015625	1	63428376236196	0.000756559388821021
0.08984375	-0.09375	1.00390625	63428376236412	0.00358124057401077
0.08984375	-0.09375	1	63428376236702	0.014840963041503
0.08984375	-0.09375	1	63428376236831	0.0151615269376664
0.0859375	-0.09765625	1.00390625	63428376236965	0.00812960113625794
0.0859375	-0.09765625	1	63428376237274	3.02630545645499E-05
0.0859375	-0.109375	1.00390625	63428376237677	0.00501084156355169
0.08203125	-0.10546875	1.00390625	63428376238030	0.00387223570171225
0.0859375	-0.09765625	1.01171875	63428376238316	0.00458953713657406
