Movement1 Class
x	y	z	tick	deltaG
-0.11328125	-0.90234375	0.60546875	63428298442743	0.31808969636907
-0.00390625	-0.9453125	0.58203125	63428298443244	0.300501043362632
-0.26171875	-0.1953125	-0.2578125	63428298443747	0.994566222938102
-0.296875	-0.51171875	0.1015625	63428298444250	0.810377509998167
-0.07421875	-0.47265625	0.95703125	63428298444753	0.340669116174963
-0.4296875	-0.13671875	-0.2109375	63428298445253	0.912819066568249
-0.37109375	-0.46484375	0.41015625	63428298445790	0.688123846858942
-0.18359375	-0.65625	0.65234375	63428298446261	0.467274924557395
0.17578125	-0.3203125	0.625	63428298446763	0.686668089685792
0.234375	-0.734375	0.5625	63428298447266	0.456355309899044
0.0625	-0.90234375	0.296875	63428298447765	0.458652625178798
0.140625	-0.94921875	0.41796875	63428298448770	0.0946766912616894
-0.05859375	-1.45703125	0.546875	63428298449388	0.605404550776769
0.328125	-1.87109375	0.61328125	63428298449886	1.04420964926576
-0.1171875	-1.37109375	0.05078125	63428298450336	0.425049656111519
0.2109375	-1.22265625	0.3828125	63428298450843	0.34645338185566
0.41796875	-1.0234375	0.375	63428298451291	0.215387981265973
0.3828125	-0.97265625	0.3984375	63428298451791	0.166661501851514
0.20703125	-0.984375	0.25	63428298452296	0.0845318424122299
-0.046875	-0.92578125	-0.05078125	63428298452853	0.0236225424321896
-0.03125	-0.5859375	-0.2578125	63428298453303	0.311068893070598
-0.3046875	-0.42578125	-0.43359375	63428298453809	0.272179913211926
0.04296875	-0.66015625	-0.0625	63428298454312	0.287480715044021
0.1953125	-0.83203125	0.13671875	63428298454813	0.086465360173929
0.3828125	-1.125	0.41015625	63428298455431	0.305159384977736
-0.4765625	-0.28125	-0.796875	63428298455815	0.018186902538835
-1.39453125	0.27734375	-1.515625	63428298456540	1.12618206004375
-1.8984375	0.7421875	-1.703125	63428298456990	1.70424736945154
-1.8359375	0.6171875	-1.265625	63428298457434	1.36176051325996
-1.546875	0.24609375	-0.5078125	63428298457987	0.694610136896344
1.1328125	-0.58203125	1.95703125	63428298458992	0.688361141474042
2.5625	-0.78515625	2.734375	63428298459515	2.18220678752944
2.26171875	-0.87109375	2.06640625	63428298459942	1.53840798381785
0.93359375	-0.4375	0.55859375	63428298460331	0.473972836781553
-1.53125	-0.01171875	-0.71875	63428298460951	0.0449968782251633
-0.58203125	-0.62109375	-0.18359375	63428298461392	0.775828922515586
-0.17578125	-0.74609375	0.171875	63428298461902	0.861035241797507
0	-0.81640625	0.3828125	63428298462418	0.744888854950191
0.09375	-0.8515625	0.4921875	63428298462906	0.658563327682444
0.1484375	-0.86328125	0.546875	63428298463420	0.613942476120172
0.17578125	-0.86328125	0.55859375	63428298463865	0.603430864794869
0.18359375	-0.87109375	0.56640625	63428298464363	0.591446658655061
-0.015625	-0.89453125	0.54296875	63428298464868	0.60005008097072
0.3203125	-1.19921875	1.42578125	63428298465540	0.243801143937157
-0.0078125	-0.1953125	0.765625	63428298465870	0.856406488873601
0	-0.52734375	0.6796875	63428298466372	0.786318594768324
0.01171875	-0.9375	0.9296875	63428298466991	0.326225284141469
0.04296875	0.02734375	0.75390625	63428298467377	0.890965128656802
-0.390625	0.359375	-0.05859375	63428298467879	1.11257526826361
0.03125	-0.84765625	1.31640625	63428298468938	1.03200690135113
0	-0.796875	1.04296875	63428298469453	0.778537793664973
0	-0.87109375	0.87109375	63428298469957	0.697898074207803
-0.3671875	0.484375	0.05859375	63428298470471	0.0766236927964815
-0.71484375	0.51171875	-0.57421875	63428298470904	0.516025877542761
-0.48828125	-0.60546875	0.73046875	63428298471490	0.533035421952323
0.625	-1.45703125	2.35546875	63428298472082	2.30531605061446
0.25390625	-1.11328125	1.52734375	63428298472469	1.37298376308898
0.09765625	-0.9375	1.14453125	63428298473025	0.948683956430116
0.0234375	-0.84765625	0.9375	63428298473474	0.730096504272209
0	-0.7890625	0.84375	63428298473917	0.621205670600424
-0.0078125	-0.7734375	0.78515625	63428298474418	0.568136529521914
-0.19921875	-0.7265625	0.80078125	63428298474931	0.565454344771162
-0.40234375	-0.66015625	0.6796875	63428298475468	0.495384267101499
-0.48828125	-0.6328125	0.6328125	63428298475932	0.485456861201244
-0.50390625	-0.63671875	0.640625	63428298476436	0.500264293307202
-0.45703125	-0.6328125	0.68359375	63428298476936	0.503593130465633
-0.4140625	-0.63671875	0.71875	63428298477438	0.51167189600736
-0.3203125	-0.69140625	0.75390625	63428298477945	0.537907740025898
0.2421875	-0.6171875	0.69140625	63428298478948	0.113998570128692
0.1171875	-0.55859375	0.74609375	63428298479449	0.132552381148884
0.1328125	-0.51953125	0.86328125	63428298479951	0.0556514328513771
0.17578125	-0.26953125	0.9296875	63428298480449	0.0881209650531496
0.18359375	-0.18359375	0.9453125	63428298480954	0.0916013684307038
0.19140625	-0.203125	1.08984375	63428298481454	0.0530913021197605
0.11328125	-0.0078125	0.13671875	63428298481957	0.894198617946576
0.16796875	-0.140625	0.61328125	63428298482457	0.420690518080307
0.17578125	-0.23046875	0.79296875	63428298483012	0.227638937243405
0.203125	-0.27734375	0.87109375	63428298483462	0.135448213166204
0.21875	-0.31640625	0.91796875	63428298483964	0.0766177331372353
0.22265625	-0.34375	0.9140625	63428298484466	0.0702985184016609
0.2265625	-0.35546875	0.92578125	63428298484982	0.0546909593062466
0.2265625	-0.35546875	0.93359375	63428298485469	0.0475756944851811
0.1171875	-0.64453125	0.49609375	63428298486028	0.250178717734719
0.1953125	-0.4140625	0.73046875	63428298486519	0.209843772112862
0.2109375	-0.36328125	0.84765625	63428298487017	0.125883671217966
0.23046875	-0.37109375	0.8984375	63428298487520	0.0729145747987687
0.1875	-0.19140625	1.015625	63428298488020	0.021547688376397
0.03515625	-0.13671875	1.0078125	63428298488519	0.082652934273412
-0.0078125	-0.10546875	1.01953125	63428298489022	0.0670780953554185
-0.03515625	-0.09375	1.00390625	63428298489523	0.0695170230607496
-0.04296875	-0.09375	1.0078125	63428298490025	0.00319560350072456
-0.05078125	-0.09765625	1.0078125	63428298490527	0.0300041653395884
-0.05078125	-0.0859375	1.0078125	63428298491029	0.0324229171263
-0.05078125	-0.08984375	1.0078125	63428298491531	0.111930807573872
-0.05078125	-0.0859375	1.015625	63428298492033	0.842794916083503
-0.05078125	-0.09765625	1.00390625	63428298492536	0.358690648637359
-0.05078125	-0.09375	1	63428298493037	0.161384512816001
-0.0546875	-0.08984375	1.01171875	63428298493587	0.080697250833782
